benchmark,family_id,variant_count,model,model_slug,input_tokens,reasoning_tokens,answer_tokens,score,score_raw,total_output_tokens
aime-2025,deepseek-v3-1,2,DeepSeekV3.1,deepseek-v3-1,4323.329769511744,442428.7028518859,33247.96737860241,89.7,0.897,475676.6702304883
aime-2025,deepseek-v3-1-terminus,2,DeepSeek V3.1Terminus,deepseek-v3-1-terminus,4323.174815806873,0.0,88676.82518419313,53.7,0.537,88676.82518419313
aime-2025,deepseek-v3-1-terminus,2,DeepSeekV3.1Terminus,deepseek-v3-1-terminus,4321.555679699492,441101.98163363984,34576.46268666065,89.7,0.897,475678.4443203005
aime-2025,deepseek-v3-2,2,DeepSeek V3.2,deepseek-v3-2-reasoning,4320.912144891323,0.0,105679.08785510866,59.0,0.59,105679.08785510866
aime-2025,deepseek-v3-2,2,DeepSeekV3.2,deepseek-v3-2-reasoning,4294.4658911862325,451108.5417489501,14596.992359863669,92.0,0.92,465705.53410881374
aime-2025,deepseek-v3-2-reasoning-0925,2,DeepSeek V3.2 Exp,deepseek-v3-2-reasoning-0925,4324.022107479768,0.0,89675.97789252023,57.7,0.5770000000000001,89675.97789252023
aime-2025,deepseek-v3-2-reasoning-0925,2,DeepSeekV3.2 Exp,deepseek-v3-2-reasoning-0925,4307.569769668474,421570.23102769913,34122.19920263239,87.7,0.877,455692.4302303316
aime-2025,exaone-4-0-1-2b,2,Exaone 4.0 1.2B,exaone-4-0-1-2b,4316.685856294167,0.0,83683.31414370582,24.0,0.24,83683.31414370582
aime-2025,exaone-4-0-1-2b,2,Exaone 4.01.2B,exaone-4-0-1-2b,4322.668140036951,429772.4647144509,25904.86714551213,50.3,0.503,455677.331859963
aime-2025,exaone-4-0-32b,2,EXAONE 4.0 32B,exaone-4-0-32b,4353.874538745212,0.0,90646.1254612548,39.3,0.3929999999999999,90646.1254612548
aime-2025,exaone-4-0-32b,2,EXAONE 4.032B,exaone-4-0-32b,4353.605759507999,493020.063134256,22626.331106236103,80.0,0.8,515646.3942404921
aime-2025,gemini-2-5-flash-lite-preview-09-2025,2,Gemini 2.5Flash-Lite(Sep),gemini-2-5-flash-lite-preview-09-2025-reasoning,4283.126293995643,417995.50087593606,77721.37283006827,68.7,0.687,495716.8737060044
aime-2025,gemini-2-5-flash-lite-preview-09-2025,2,Gemini 2.5Flash-Lite (Sep),gemini-2-5-flash-lite-preview-09-2025-reasoning,4290.746617831551,0.0,515709.2533821685,46.7,0.467,515709.2533821685
aime-2025,gemini-2-5-flash-preview-09-2025,2,Gemini 2.5Flash (Sep),gemini-2-5-flash-preview-09-2025,4294.564248796789,514361.6467652829,41343.78898592031,78.3,0.7829999999999999,555705.4357512032
aime-2025,gemini-2-5-flash-preview-09-2025,2,Gemini 2.5 Flash(Sep),gemini-2-5-flash-preview-09-2025,4301.964611906747,0.0,585698.0353880932,56.7,0.5670000000000001,585698.0353880932
aime-2025,gemini-2-5-flash-reasoning-04-2025,2,Gemini 2.5 Flash,gemini-2-5-flash-reasoning-04-2025,4348.97835878264,0.0,505651.0216412174,60.3,0.603,505651.0216412174
aime-2025,gemini-2-5-flash-reasoning-04-2025,2,Gemini 2.5Flash,gemini-2-5-flash-reasoning-04-2025,4346.657282790985,440050.3037260526,75603.03899115641,73.3,0.733,515653.342717209
aime-2025,gemini-3-flash,2,Gemini 3 Flash,gemini-3-flash-reasoning,4318.005067609729,0.0,35681.99493239028,55.7,0.557,35681.99493239028
aime-2025,gemini-3-flash,2,Gemini 3Flash,gemini-3-flash-reasoning,4298.394577238455,531005.0660007139,24696.539422047765,97.0,0.97,555701.6054227616
aime-2025,gemini-3-pro,2,Gemini 3 ProPreview(low),gemini-3-pro-low,4218.165252942076,3896.631856947996,161885.20289010994,86.7,0.867,165781.83474705793
aime-2025,gemini-3-pro,2,Gemini 3 ProPreview(high),gemini-3-pro,4341.222953727252,397089.2321697555,28569.544876517222,95.7,0.957,425658.7770462727
aime-2025,gpt-5,4,GPT-5 (minimal),gpt-5-minimal,4343.23586225251,0.0,25656.76413774749,31.7,0.317,25656.76413774749
aime-2025,gpt-5,4,GPT-5 (low),gpt-5-low,4406.583301353115,134023.18492183616,1570.2317768107164,83.0,0.83,135593.41669864688
aime-2025,gpt-5,4,GPT-5(medium),gpt-5-medium,4318.01746676291,240587.17885552216,5094.80367771491,91.7,0.917,245681.98253323708
aime-2025,gpt-5,4,GPT-5 (high),gpt-5,4328.8490353238,415811.4927409028,9859.658223773444,94.3,0.943,425671.1509646763
aime-2025,gpt-5-1,2,GPT-5.1,gpt-5-1-non-reasoning,4289.674627751882,0.0,42710.32537224813,38.0,0.38,42710.32537224813
aime-2025,gpt-5-1,2,GPT-5.1(high),gpt-5-1,4211.325237592359,426685.256071806,49103.41869060167,94.0,0.94,475788.67476240767
aime-2025,gpt-5-2,3,GPT-5.2,gpt-5-2-non-reasoning,4281.3486084655215,0.0,30718.65139153448,51.0,0.51,30718.65139153448
aime-2025,gpt-5-2,3,GPT-5.2(medium),gpt-5-2-medium,4284.955575963226,150076.01323316272,25639.031190874062,96.7,0.967,175715.04442403678
aime-2025,gpt-5-2,3,GPT-5.2(xhigh),gpt-5-2,4323.017310280052,369354.4307639386,26322.551925781296,99.0,0.99,395676.9826897199
aime-2025,gpt-5-mini,3,GPT-5 mini(minimal),gpt-5-mini-minimal,4389.642238891904,0.0,23610.3577611081,46.7,0.467,23610.3577611081
aime-2025,gpt-5-mini,3,GPT-5 mini(medium),gpt-5-mini-medium,4271.727662039255,171442.99397976717,14285.278358193558,85.0,0.85,185728.27233796072
aime-2025,gpt-5-mini,3,GPT-5 mini(high),gpt-5-mini,4365.322868355153,360887.77896698005,14746.8981646648,90.7,0.907,375634.67713164486
aime-2025,gpt-5-nano,3,GPT-5 nano(minimal),gpt-5-nano-minimal,4357.299070530145,0.0,17642.700929469855,27.3,0.273,17642.700929469855
aime-2025,gpt-5-nano,3,GPT-5 nano(medium),gpt-5-nano-medium,4322.871551157702,364773.98520363984,10903.143245202433,78.3,0.7829999999999999,375677.1284488423
aime-2025,gpt-5-nano,3,GPT-5 nano(high),gpt-5-nano,4357.307285509682,852275.0713757374,13367.621338752862,83.7,0.8370000000000001,865642.6927144903
aime-2025,gpt-oss-120b,2,gpt-oss-120B(low),gpt-oss-120b-low,4319.865859258808,76122.2005062322,13557.933634509,66.7,0.667,89680.1341407412
aime-2025,gpt-oss-120b,2,gpt-oss-120B(high),gpt-oss-120b,4323.387652053987,620363.8589243363,25312.75342360977,93.4,0.934,645676.612347946
aime-2025,gpt-oss-20b,2,gpt-oss-20B(low),gpt-oss-20b-low,4231.725649418856,195687.07062476312,10081.20372581802,62.3,0.623,205768.2743505812
aime-2025,gpt-oss-20b,2,gpt-oss-20B(high),gpt-oss-20b,4284.239856739777,694130.4905701657,11585.269573094523,89.3,0.893,705715.7601432602
aime-2025,grok-4-1-fast,2,Grok 4.1 Fast,grok-4-1-fast,4305.843481544189,0.0,48694.156518455806,34.3,0.3429999999999999,48694.156518455806
aime-2025,grok-4-1-fast,2,Grok 4.1Fast,grok-4-1-fast,4229.586463525729,256396.6860914137,19373.727445060555,89.3,0.893,275770.4135364742
aime-2025,k2-v2,3,K2-V2 (low),k2-v2-low,4280.844750850646,42249.3411292435,10469.814119905855,35.3,0.353,52719.15524914935
aime-2025,k2-v2,3,K2-V2(medium),k2-v2-medium,4235.375176350716,187186.2593917125,18578.365431936763,64.7,0.647,205764.62482364924
aime-2025,k2-v2,3,K2-V2 (high),k2-v2,4318.059231569882,778146.7869193817,17535.153849048496,78.3,0.7829999999999999,795681.9407684302
aime-2025,kimi-k2,2,Kimi K2,kimi-k2,4363.992294998475,0.0,155636.0077050015,57.0,0.57,155636.0077050015
aime-2025,kimi-k2,2,Kimi K2Thinking,kimi-k2-thinking,4294.685012628111,695503.4280850689,20201.886902302947,94.7,0.947,715705.3149873719
aime-2025,llama-3-3-nemotron-super-49b,2,Llama 3.3Nemotron Super49B,llama-3-3-nemotron-super-49b,4344.95598119318,0.0,27655.04401880682,7.7,0.077,27655.04401880682
aime-2025,llama-3-3-nemotron-super-49b,2,Llama 3.3NemotronSuper 49B,llama-3-3-nemotron-super-49b,4243.8639509454,269540.09814957785,16216.03789947676,54.7,0.547,285756.1360490546
aime-2025,llama-nemotron-super-49b-v1-5,2,Llama NemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,4309.002433089884,0.0,28690.997566910115,8.0,0.08,28690.997566910115
aime-2025,llama-nemotron-super-49b-v1-5,2,LlamaNemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,3502.925807720916,324740.5266741165,21756.54751816252,76.7,0.767,346497.074192279
aime-2025,nova-2-0-lite,2,Nova 2.0 Lite,nova-2-0-lite,4318.691244856101,0.0,85681.3087551439,33.7,0.337,85681.3087551439
aime-2025,nova-2-0-lite,2,Nova 2.0Lite (high),nova-2-0-lite-reasoning,4216.7428052627165,1673345.246501708,22438.010693029417,94.3,0.943,1695783.2571947374
aime-2025,nova-2-0-lite-reasoning,2,Nova 2.0Lite (low),nova-2-0-lite-reasoning-low,4298.601431093544,63803.71248025276,17897.686088653696,46.7,0.467,81701.39856890646
aime-2025,nova-2-0-lite-reasoning,2,Nova 2.0Lite(medium),nova-2-0-lite-reasoning-medium,4304.5916978601535,405296.8655851821,20398.54271695785,88.7,0.887,425695.40830214
aime-2025,nova-2-0-omni-reasoning,2,Nova 2.0Omni (low),nova-2-0-omni-reasoning-low,4306.014209946753,64227.95957170037,21466.026218352883,56.0,0.56,85693.98579005325
aime-2025,nova-2-0-omni-reasoning,2,Nova 2.0Omni(medium),nova-2-0-omni-reasoning-medium,4275.912096866136,363164.3538185598,32559.73408457408,89.7,0.897,395724.0879031339
aime-2025,nova-2-0-pro-reasoning,2,Nova 2.0 ProPreview(low),nova-2-0-pro-reasoning-low,4286.234853547295,62985.63845213036,11728.126694322344,63.3,0.633,74713.7651464527
aime-2025,nova-2-0-pro-reasoning,2,Nova 2.0 ProPreview(medium),nova-2-0-pro-reasoning-medium,4323.044516407524,282672.65889507707,13004.296588515435,89.0,0.89,295676.9554835925
aime-2025,nvidia-nemotron-3-nano-30b-a3b,2,NVIDIA Nemotron 3Nano,nvidia-nemotron-3-nano-30b-a3b-reasoning,4361.148648648405,0.0,25638.8513513516,13.3,0.133,25638.8513513516
aime-2025,nvidia-nemotron-3-nano-30b-a3b,2,NVIDIANemotron 3Nano,nvidia-nemotron-3-nano-30b-a3b-reasoning,4318.3029862071535,934853.888467256,20827.808546536835,91.0,0.91,955681.6970137928
aime-2025,nvidia-nemotron-nano-12b-v2-vl,2,NVIDIA NemotronNano 12B v2 VL,nvidia-nemotron-nano-12b-v2-vl-reasoning,4328.461538461316,0.0,29671.538461538683,26.7,0.267,29671.538461538683
aime-2025,nvidia-nemotron-nano-12b-v2-vl,2,NVIDIANemotronNano 12B v2 VL,nvidia-nemotron-nano-12b-v2-vl-reasoning,4201.906162729566,771199.8489380943,24598.24489917608,75.0,0.75,795798.0938372704
aime-2025,nvidia-nemotron-nano-9b-v2,2,NVIDIANemotronNano 9B V2,nvidia-nemotron-nano-9b-v2,4345.618316227484,369716.4491289951,15937.932554777364,69.7,0.6970000000000001,385654.3816837725
aime-2025,nvidia-nemotron-nano-9b-v2,2,NVIDIA NemotronNano 9B V2,nvidia-nemotron-nano-9b-v2,4372.4341128934375,0.0,645627.5658871066,62.3,0.623,645627.5658871066
aime-2025,qwen3-235b-a22b-instruct-2507,2,Qwen3 235B 2507,qwen3-235b-a22b-instruct-2507,4355.842359990602,0.0,195644.1576400094,71.7,0.7170000000000001,195644.1576400094
aime-2025,qwen3-235b-a22b-instruct-2507,2,Qwen3 235BA22B 2507,qwen3-235b-a22b-instruct-2507-reasoning,4363.662477336357,613946.330449501,31690.00707316262,91.0,0.91,645636.3375226636
aime-2025,qwen3-30b-a3b-2507,2,Qwen3 30B A3B2507,qwen3-30b-a3b-2507,4436.687640655675,0.0,195563.3123593444,66.3,0.6629999999999999,195563.3123593444
aime-2025,qwen3-30b-a3b-2507,2,Qwen3 30BA3B 2507,qwen3-30b-a3b-2507,4391.375411530181,369174.5562206813,16434.068367788514,56.3,0.563,385608.6245884698
aime-2025,qwen3-4b-2507-instruct,2,Qwen3 4B 2507,qwen3-4b-2507-instruct-reasoning,4345.980246019033,0.0,285654.019753981,52.3,0.523,285654.019753981
aime-2025,qwen3-4b-2507-instruct,2,Qwen3 4B2507,qwen3-4b-2507-instruct-reasoning,4313.737161403087,606783.3216114488,28902.94122714812,82.7,0.8270000000000001,635686.262838597
aime-2025,qwen3-next-80b-a3b,2,Qwen3 Next 80BA3B,qwen3-next-80b-a3b-reasoning,4398.396329274719,0.0,175601.60367072528,66.3,0.6629999999999999,175601.60367072528
aime-2025,qwen3-next-80b-a3b,2,Qwen3 Next80B A3B,qwen3-next-80b-a3b-reasoning,4339.814554529374,438493.7330074484,27166.452438022214,84.3,0.843,465660.1854454706
aime-2025,qwen3-omni-30b-a3b,2,Qwen3 Omni 30BA3B,qwen3-omni-30b-a3b-reasoning,4356.056771476362,0.0,295643.94322852365,52.3,0.523,295643.94322852365
aime-2025,qwen3-omni-30b-a3b,2,Qwen3 Omni30B A3B,qwen3-omni-30b-a3b-reasoning,4276.542457330432,409573.1077069865,36150.34983568308,74.0,0.74,445723.4575426696
aime-2025,qwen3-vl-235b-a22b,2,Qwen3 VL 235BA22B,qwen3-vl-235b-a22b-reasoning,4380.723253084772,0.0,185619.2767469152,70.7,0.7070000000000001,185619.2767469152
aime-2025,qwen3-vl-235b-a22b,2,Qwen3 VL235B A22B,qwen3-vl-235b-a22b-reasoning,4264.794548833152,447706.2977493292,28028.90770183768,88.3,0.883,475735.2054511669
aime-2025,qwen3-vl-30b-a3b,2,Qwen3 VL 30B A3B,qwen3-vl-30b-a3b-reasoning,4356.459987561428,0.0,275643.54001243855,72.3,0.723,275643.54001243855
aime-2025,qwen3-vl-30b-a3b,2,Qwen3 VL 30BA3B,qwen3-vl-30b-a3b-reasoning,3931.199354217676,358559.48647893453,27509.3141668478,82.3,0.823,386068.8006457823
